Date,gdp.log,real.rate.hlw,real.rate.lw03,real.rate.mean.PCE.Core,real.rate.CorePCE.Annual,inflation.hlw,inflation.lw03,inflation.mean.PCE.Core,inflation.CorePCE.Annual,inflation.expectations.hlw,inflation.expectations.lw03,inflation.expectations.mean.PCE.Core,inflation.expectations.CorePCE.Annual,interest.rate,tbill3m.eff,fed.funds.eff,new.ny.discount.eff,gdp.log.GDPCA,gdp.log.Annual,gdp.log.long
1917-01-01,,,,,,,,,,,,,,3.87508164905919,,,3.87508164905919,,,
1917-04-01,,,,,,,,,,,,,,3.87508164905919,,,3.87508164905919,,,
1917-07-01,,,,,,,,,,,,,,3.87508164905919,,,3.87508164905919,,,
1917-10-01,,,,,,,,,,,,,,3.93897211238161,,,3.93897211238161,,,
1918-01-01,,,,,,,,,,,,,,4.40294881903431,,,4.40294881903431,,,
1918-04-01,,,,,,,,,,,,,,4.71406950173801,,,4.71406950173801,,,
1918-07-01,,,,,,,,,,,,,,4.73156904231193,,,4.73156904231193,,,
1918-10-01,,,,,,,,,,,,,,4.73156904231193,,,4.73156904231193,,,
1919-01-01,,,,,,,,,,,,,,4.73156904231193,,,4.73156904231193,,,
1919-04-01,,,,,,,,,,,,,,4.73156904231193,,,4.73156904231193,,,
1919-07-01,,,,,,,,,,,,,,4.73156904231193,,,4.73156904231193,,,
1919-10-01,,,,,,,,,,,,,,4.86194229858112,,,4.86194229858112,,,
1920-01-01,,,,,,,,,,,,,,5.94551709802855,,,5.94551709802855,,,
1920-04-01,,,,,,,,,,,,,,6.62738450100318,,,6.62738450100318,,,
1920-07-01,,,,,,,,,,,,,,7.35439979799275,,,7.35439979799275,,,
1920-10-01,,,,,,,,,,,,,,7.35439979799275,,,7.35439979799275,,,
1921-01-01,,,,,,,,,,,,,,7.35439979799275,,,7.35439979799275,,,
1921-04-01,,,,,,,,,,,,,,6.92307838325064,,,6.92307838325064,,,
1921-07-01,,,,,,,,,,,,,,5.79751555065049,,,5.79751555065049,,,
1921-10-01,,,,,,,,,,,,,,4.85720492079214,,,4.85720492079214,,,
1922-01-01,,,,,,,,,,,,,,4.66788472403135,,,4.66788472403135,,,
1922-04-01,,,,,,,,,,,,,,4.61542667997115,,,4.61542667997115,,,
1922-07-01,,,,,,,,,,,,,,4.13868168856417,,,4.13868168856417,,,
1922-10-01,,,,,,,,,,,,,,4.13868168856417,,,4.13868168856417,,,
1923-01-01,,,,,,,,,,,,,,4.3568595518529,,,4.3568595518529,,,
1923-04-01,,,,,,,,,,,,,,4.66788472403135,,,4.66788472403135,,,
1923-07-01,,,,,,,,,,,,,,4.66788472403135,,,4.66788472403135,,,
1923-10-01,,,,,,,,,,,,,,4.66788472403135,,,4.66788472403135,,,
1924-01-01,,,,,,,,,,,,,,4.66788472403135,,,4.66788472403135,,,
1924-04-01,,,,,,,,,,,,,,4.20134838989594,,,4.20134838989594,,,
1924-07-01,,,,,,,,,,,,,,3.30330690568366,,,3.30330690568366,,,
1924-10-01,,,,,,,,,,,,,,3.08826730421132,,,3.08826730421132,,,
1925-01-01,,,,,,,,,,,,,,3.28144518917155,,,3.28144518917155,,,
1925-04-01,,,,,,,,,,,,,,3.61214702120936,,,3.61214702120936,,,
1925-07-01,,,,,,,,,,,,,,3.61214702120936,,,3.61214702120936,,,
1925-10-01,,,,,,,,,,,,,,3.61214702120936,,,3.61214702120936,,,
1926-01-01,,,,,,,,,,,,,,4.09868879018784,,,4.09868879018784,,,
1926-04-01,,,,,,,,,,,,,,3.74035298220359,,,3.74035298220359,,,
1926-07-01,,,,,,,,,,,,,,3.89351197320369,,,3.89351197320369,,,
1926-10-01,,,,,,,,,,,,,,4.13868168856417,,,4.13868168856417,,,
1927-01-01,,,,,,,,,,,,,,4.13868168856417,,,4.13868168856417,,,
1927-04-01,,,,,,,,,,,,,,4.13868168856417,,,4.13868168856417,,,
1927-07-01,,,,,,,,,,,,,,3.81054399082226,,,3.81054399082226,,,
1927-10-01,,,,,,,,,,,,,,3.61214702120936,,,3.61214702120936,,,
1928-01-01,,,,,,,,,,,,,,3.94893831825009,,,3.94893831825009,,,
1928-04-01,,,,,,,,,,,,,,4.39573795675134,,,4.39573795675134,,,
1928-07-01,,,,,,,,,,,,,,5.13151503810392,,,5.13151503810392,,,
1928-10-01,,,,,,,,,,,,,,5.19976961302411,,,5.19976961302411,,,
1929-01-01,,,,,,,,,,,,,,5.19976961302411,,,5.19976961302411,7.04553314109814,7.05270056129043,7.05270056129043
1929-04-01,,,,,,,,,-2.99194332554233,,,,,5.19976961302411,,,5.19976961302411,7.02334057711557,7.03048542081464,7.03048542081464
1929-07-01,,,,,,,,,-3.04792792385369,,,,,5.81523665600174,,,5.81523665600174,7.00039061613111,7.00751211283705,7.00751211283705
1929-10-01,,,,,,,,,-3.08817921023479,,,,,5.28558503062475,,,5.28558503062475,6.9767716746697,6.98386914382875,6.98386914382875
1930-01-01,,,,,7.30281118964287,,,,-3.07824812465168,,,,-3.05157464607062,4.25123654357225,,,4.25123654357225,6.95284746520355,6.95992059626659,6.95992059626659
1930-04-01,,,,,6.28054967200006,,,,-3.085010469539,,,,-3.07484143206979,3.20570823993027,,,3.20570823993027,6.92847315806654,6.93552149314926,6.93552149314926
1930-07-01,,,,,6.34280965255922,,,,-5.85168405754451,,,,-3.77578046549249,2.56702918706673,,,2.56702918706673,6.91024801663633,6.91727781128441,6.91727781128441
1930-10-01,,,,,7.75243423712667,,,,-8.90883587404654,,,,-5.23094463144543,2.52148960568124,,,2.52148960568124,6.89913533237421,6.90615382208965,6.90615382208965
1931-01-01,,,,,8.76289945960995,,,,-9.0123898923235,,,,-6.71448007336339,2.04841938624656,,,2.04841938624656,6.88802254458322,6.8950297292607,6.8950297292607
1931-04-01,,,,,9.97634048258339,,,,-9.16889237756702,,,,-8.23545055037039,1.740889932213,,,1.740889932213,6.8768469653979,6.88384278115974,6.88384278115974
1931-07-01,,,,,11.0279106310945,,,,-10.8918256410964,,,,-9.49548594625837,1.5324246848361,,,1.5324246848361,6.85120338400629,6.85817311255523,6.85817311255523
1931-10-01,,,,,13.8177194094646,,,,-12.7955319156938,,,,-10.4671599566702,3.35055945279439,,,3.35055945279439,6.80901618356323,6.81594299507718,6.81594299507718
1932-01-01,,,,,14.9105051388748,,,,-13.1457876533416,,,,-11.5005093969247,3.40999574195007,,,3.40999574195007,6.76521096812587,6.77209321659834,6.77209321659834
1932-04-01,,,,,15.6344655794232,,,,-13.5169954029808,,,,-12.5875351532782,3.04693042614508,,,3.04693042614508,6.71965472719446,6.72649063130738,6.72649063130738
1932-07-01,,,,,14.7931216452218,,,,-9.44605486060423,,,,-12.2260924581551,2.56702918706673,,,2.56702918706673,6.69467842854435,6.70148892427103,6.70148892427103
